Loan_ID,Gender,Marital_Status,Dependents,Education,Employment_Status,Job_Tenure,Industry,Applicant_Annual_Income,CoApplicant_Annual_Income,Other_Income,Monthly_Debt_Obligations,Credit_Tier,Credit_Score,Bankruptcy_History,Late_Payments_2yr,Credit_Utilization_Pct,Loan_Type,Loan_Purpose,Loan_Amount_K,Loan_Term_Months,Down_Payment_Pct,Property_Area,Collateral,Loan_Status
NV0001101,Male,Single,1,High School,Self-Employed,1-2 years,Legal,63306,0,0,800,Good (670-739),705,None,2,45,Auto Loan,Vacation Home,150,360,20.0,Urban,Investment Portfolio,Approved
NV0001102,Prefer not to say,Married,1,Associate Degree,Freelancer,10+ years,Education,171872,15000,0,200,Fair (580-669),625,None,1,45,Personal Loan,Primary Residence,150,360,0.0,Urban,None (Unsecured),Approved
NV0001103,Female,Divorced,1,Doctoral Degree,Full-time Employee,5-10 years,Finance,49265,0,8000,500,Good (670-739),705,None,2,5,Home Purchase,Major Purchase,30,60,25.0,Semiurban,None (Unsecured),Approved
NV0001104,Non-binary,Married,0,Bachelor's Degree,Business Owner,2-5 years,Construction,68056,15000,3000,0,Good (670-739),705,None,1,20,Home Purchase,Investment Property,150,84,20.0,Urban,Vehicle,Approved
NV0001105,Prefer not to say,Single,0,Associate Degree,Full-time Employee,5-10 years,Technology,17469,0,0,200,Very Good (740-799),770,None,0,5,Personal Loan,Major Purchase,40,120,10.0,Suburban,Real Estate,Approved
NV0001106,Male,Married,0,High School,Full-time Employee,6-12 months,Retail,40142,0,5000,500,No History,300,None,3,5,Home Purchase,Vacation Home,500,240,20.0,Semiurban,Real Estate,Rejected
NV0001107,Male,Married,0,High School,Full-time Employee,5-10 years,Technology,172022,80000,3000,1000,Fair (580-669),625,None,0,45,Education Loan,Investment Property,40,120,3.5,Urban,Real Estate,Approved
NV0001108,Female,Single,0,Associate Degree,Freelancer,2-5 years,Government,44033,0,5000,0,Fair (580-669),625,None,3,20,Home Refinance,Home Improvement,100,360,20.0,Rural,Real Estate,Approved
NV0001109,Female,Married,2,Master's Degree,Full-time Employee,2-5 years,Retail,42877,42000,3000,1500,Very Good (740-799),770,None,0,5,Auto Loan,Major Purchase,200,180,25.0,Semiurban,Business Assets,Approved
NV0001110,Male,Married,4,Bachelor's Degree,Business Owner,5-10 years,Healthcare,67050,80000,0,3000,Good (670-739),705,None,0,20,Auto Loan,Vacation Home,400,360,25.0,Urban,Real Estate,Approved
NV0001111,Female,Married,4,Master's Degree,Retired,5-10 years,Technology,26965,15000,0,1000,Exceptional (800-850),825,None,0,85,Debt Consolidation,Major Purchase,50,360,5.0,Urban,None (Unsecured),Approved
NV0001112,Male,Single,3,Master's Degree,Self-Employed,1-2 years,Government,65969,0,3000,500,Good (670-739),705,None,0,65,Home Purchase,Major Purchase,40,360,5.0,Rural,Investment Portfolio,Approved
NV0001113,Male,Married,1,Bachelor's Degree,Self-Employed,<6 months,Technology,39324,28000,0,0,Exceptional (800-850),825,None,1,65,Auto Loan,Vacation Home,50,360,20.0,Urban,Real Estate,Approved
NV0001114,Male,Single,2,Associate Degree,Part-time Employee,2-5 years,Finance,48379,0,5000,0,Good (670-739),705,Discharged 7+ years ago,4,20,Debt Consolidation,Investment Property,40,480,30.0,Urban,Vehicle,Rejected
NV0001115,Female,Single,0,Bachelor's Degree,Full-time Employee,2-5 years,Manufacturing,128332,0,0,2000,Good (670-739),705,None,4,45,Personal Loan,Primary Residence,100,360,30.0,Urban,Vehicle,Manual Review
NV0001116,Female,Domestic Partnership,2,Master's Degree,Part-time Employee,10+ years,Manufacturing,82017,15000,3000,1500,Very Good (740-799),770,None,3,20,Home Purchase,Medical,500,480,10.0,Urban,Vehicle,Approved
NV0001117,Male,Married,1,Master's Degree,Self-Employed,10+ years,Government,54064,58000,0,800,Good (670-739),705,None,0,5,Education Loan,Major Purchase,20,120,20.0,Rural,Vehicle,Approved
NV0001118,Female,Single,1,High School,Unemployed,2-5 years,Technology,60931,0,0,0,Poor (500-579),540,None,4,20,Auto Loan,Debt Consolidation,75,360,30.0,Suburban,Real Estate,Rejected
NV0001119,Male,Single,2,Bachelor's Degree,Retired,5-10 years,Government,107118,0,3000,200,Exceptional (800-850),825,Active/Pending,0,20,Home Purchase,Home Improvement,300,360,5.0,Rural,Investment Portfolio,Rejected
NV0001120,Male,Single,0,Bachelor's Degree,Government/Military,2-5 years,Healthcare,100818,0,3000,2500,Fair (580-669),625,None,2,20,Home Refinance,Vacation Home,20,60,25.0,Rural,Vehicle,Approved
NV0001121,Female,Single,0,Master's Degree,Government/Military,5-10 years,Manufacturing,32765,0,0,800,Exceptional (800-850),825,None,0,65,Home Purchase,Major Purchase,75,480,5.0,Suburban,Business Assets,Approved
NV0001122,Non-binary,Single,3,High School,Part-time Employee,1-2 years,Construction,38874,0,0,5000,Exceptional (800-850),825,None,0,5,Home Refinance,Medical,300,480,10.0,Urban,Business Assets,Rejected
NV0001123,Female,Single,0,Bachelor's Degree,Independent Contractor,2-5 years,Retail,45097,0,5000,10000,Exceptional (800-850),825,None,3,20,Home Purchase,Primary Residence,400,360,5.0,Urban,Real Estate,Rejected
NV0001124,Female,Married,1,Master's Degree,Government/Military,5-10 years,Other,32320,58000,8000,2500,Fair (580-669),625,None,3,5,Home Purchase,Vacation Home,75,480,20.0,Semiurban,Real Estate,Approved
NV0001125,Female,Married,3,Bachelor's Degree,Full-time Employee,<6 months,Finance,18182,28000,0,200,Very Good (740-799),770,None,1,20,Auto Loan,Business Capital,10,120,25.0,Semiurban,Investment Portfolio,Approved
NV0001126,Female,Married,1,Bachelor's Degree,Unemployed,5-10 years,Construction,34271,80000,0,200,Poor (500-579),540,None,2,5,Auto Loan,Major Purchase,20,360,20.0,Semiurban,None (Unsecured),Manual Review
NV0001127,Male,Married,1,High School,Full-time Employee,10+ years,Construction,133587,0,0,200,Good (670-739),705,Discharged 2-7 years ago,0,20,Debt Consolidation,Home Improvement,100,180,3.5,Urban,Vehicle,Approved
NV0001128,Male,Single,0,Associate Degree,Self-Employed,2-5 years,Education,62091,0,8000,7500,Exceptional (800-850),825,None,1,20,Personal Loan,Debt Consolidation,20,180,5.0,Urban,Real Estate,Rejected
NV0001129,Male,Divorced,0,Bachelor's Degree,Business Owner,2-5 years,Construction,44896,0,0,500,Fair (580-669),625,None,1,20,Debt Consolidation,Vacation Home,20,360,20.0,Semiurban,Real Estate,Approved
NV0001130,Male,Domestic Partnership,3,Doctoral Degree,Unemployed,10+ years,Retail,83028,58000,0,2000,Exceptional (800-850),825,Discharged 7+ years ago,0,20,Home Purchase,Major Purchase,200,360,20.0,Suburban,Real Estate,Approved
NV0001131,Female,Domestic Partnership,1,Associate Degree,Full-time Employee,5-10 years,Retail,92302,58000,0,5000,Fair (580-669),625,None,0,20,Home Purchase,Investment Property,200,60,20.0,Semiurban,Real Estate,Rejected
NV0001132,Male,Domestic Partnership,1,Bachelor's Degree,Business Owner,1-2 years,Finance,49835,28000,3000,3000,Exceptional (800-850),825,None,0,20,Business Loan,Primary Residence,250,360,0.0,Urban,Vehicle,Approved
NV0001133,Male,Divorced,0,Bachelor's Degree,Self-Employed,2-5 years,Government,51275,0,8000,1000,Very Good (740-799),770,None,1,20,Home Purchase,Debt Consolidation,20,180,20.0,Rural,Investment Portfolio,Approved
NV0001134,Male,Married,0,High School,Full-time Employee,5-10 years,Legal,25331,0,0,200,Fair (580-669),625,None,0,20,Home Purchase,Vacation Home,25,360,25.0,Urban,Real Estate,Approved
NV0001135,Female,Single,4,Bachelor's Degree,Freelancer,2-5 years,Legal,82577,0,0,200,Very Poor (300-499),420,None,0,65,Personal Loan,Major Purchase,250,180,20.0,Urban,Real Estate,Rejected
NV0001136,Male,Married,0,Master's Degree,Self-Employed,1-2 years,Technology,49588,28000,0,800,Very Good (740-799),770,None,0,20,Home Refinance,Debt Consolidation,150,360,20.0,Urban,Real Estate,Approved
NV0001137,Female,Married,1,Master's Degree,Independent Contractor,2-5 years,Technology,54801,28000,0,5000,Fair (580-669),625,None,0,20,Auto Loan,Investment Property,200,180,25.0,Rural,None (Unsecured),Rejected
NV0001138,Male,Married,0,Bachelor's Degree,Full-time Employee,10+ years,Other,54876,42000,0,4000,Exceptional (800-850),825,None,1,85,Education Loan,Vacation Home,800,360,20.0,Suburban,Vehicle,Rejected
NV0001139,Male,Married,2,Bachelor's Degree,Part-time Employee,5-10 years,Retail,81727,58000,8000,200,Fair (580-669),625,None,1,65,Auto Loan,Business Capital,300,240,20.0,Semiurban,None (Unsecured),Approved
NV0001140,Female,Single,3,High School,Self-Employed,10+ years,Technology,69379,0,8000,500,Good (670-739),705,None,0,85,Debt Consolidation,Debt Consolidation,75,360,20.0,Urban,Vehicle,Approved
NV0001141,Female,Married,1,Doctoral Degree,Full-time Employee,5-10 years,Education,54604,15000,12000,1000,Exceptional (800-850),825,None,0,45,Auto Loan,Vacation Home,40,120,5.0,Urban,Real Estate,Approved
NV0001142,Male,Divorced,0,High School,Full-time Employee,10+ years,Technology,17198,0,0,800,Very Good (740-799),770,None,0,20,Debt Consolidation,Business Capital,75,360,20.0,Urban,Real Estate,Manual Review
NV0001143,Female,Married,1,Master's Degree,Unemployed,1-2 years,Healthcare,83823,0,0,0,Exceptional (800-850),825,None,2,20,Personal Loan,Vacation Home,100,240,25.0,Suburban,Investment Portfolio,Approved
NV0001144,Female,Married,2,Associate Degree,Self-Employed,5-10 years,Healthcare,171601,0,5000,500,Very Good (740-799),770,None,0,45,Business Loan,Debt Consolidation,40,360,5.0,Rural,Vehicle,Approved
NV0001145,Male,Single,1,Doctoral Degree,Business Owner,<6 months,Education,94201,0,0,5000,Very Good (740-799),770,None,0,85,Home Purchase,Vacation Home,200,84,25.0,Urban,Investment Portfolio,Rejected
NV0001146,Female,Married,3,Bachelor's Degree,Full-time Employee,5-10 years,Construction,301445,42000,0,5000,Good (670-739),705,None,1,45,Business Loan,Investment Property,15,360,20.0,Rural,Business Assets,Approved
NV0001147,Female,Divorced,2,Master's Degree,Full-time Employee,2-5 years,Healthcare,23099,0,0,1000,No History,300,None,0,65,Personal Loan,Debt Consolidation,200,120,10.0,Semiurban,Investment Portfolio,Rejected
NV0001148,Female,Married,3,Associate Degree,Full-time Employee,2-5 years,Legal,32113,15000,12000,1500,Exceptional (800-850),825,None,2,20,Auto Loan,Major Purchase,10,84,20.0,Suburban,Real Estate,Approved
NV0001149,Female,Married,2,Bachelor's Degree,Full-time Employee,10+ years,Legal,67848,80000,3000,200,Good (670-739),705,None,0,20,Auto Loan,Medical,75,180,10.0,Suburban,Business Assets,Approved
NV0001150,Female,Married,0,Bachelor's Degree,Self-Employed,10+ years,Healthcare,33487,0,0,2000,Good (670-739),705,None,1,65,Education Loan,Debt Consolidation,300,120,25.0,Urban,Vehicle,Rejected
NV0001151,Female,Married,0,Master's Degree,Self-Employed,<6 months,Technology,18675,58000,0,0,Poor (500-579),540,None,0,45,Auto Loan,Investment Property,15,360,20.0,Rural,Real Estate,Approved
NV0001152,Female,Single,0,High School,Part-time Employee,5-10 years,Other,52244,0,5000,200,Good (670-739),705,None,0,85,Home Purchase,Investment Property,75,480,25.0,Semiurban,Vehicle,Approved
NV0001153,Female,Married,3,Doctoral Degree,Full-time Employee,2-5 years,Other,43014,0,5000,0,Good (670-739),705,Discharged 7+ years ago,0,45,Home Refinance,Investment Property,20,60,20.0,Urban,Investment Portfolio,Approved
NV0001154,Female,Married,2,Master's Degree,Part-time Employee,2-5 years,Legal,43343,15000,3000,500,Good (670-739),705,Discharged under 2 years,2,20,Home Purchase,Business Capital,300,360,20.0,Rural,Real Estate,Rejected
NV0001155,Female,Married,2,Associate Degree,Full-time Employee,10+ years,Healthcare,209816,15000,0,3000,Very Good (740-799),770,None,3,20,Home Purchase,Major Purchase,250,360,30.0,Semiurban,Vehicle,Approved
NV0001156,Female,Married,0,Master's Degree,Full-time Employee,2-5 years,Construction,32489,28000,0,7500,Exceptional (800-850),825,None,0,65,Home Purchase,Major Purchase,500,240,3.5,Urban,Real Estate,Rejected
NV0001157,Male,Divorced,0,Bachelor's Degree,Retired,10+ years,Finance,26385,0,3000,1500,Very Good (740-799),770,None,2,20,Home Purchase,Medical,300,240,20.0,Rural,Real Estate,Rejected
NV0001158,Female,Single,2,Bachelor's Degree,Self-Employed,1-2 years,Technology,24251,0,8000,2000,Exceptional (800-850),825,None,1,20,Home Refinance,Medical,150,360,3.5,Rural,Real Estate,Rejected
NV0001159,Female,Domestic Partnership,1,Associate Degree,Independent Contractor,5-10 years,Technology,125464,42000,0,200,Good (670-739),705,None,3,20,Business Loan,Vacation Home,25,60,25.0,Urban,Real Estate,Approved
NV0001160,Male,Single,0,Bachelor's Degree,Full-time Employee,5-10 years,Other,92135,0,0,1000,Very Good (740-799),770,Discharged 7+ years ago,2,20,Business Loan,Vacation Home,30,360,20.0,Urban,Real Estate,Approved
NV0001161,Female,Married,1,Master's Degree,Retired,1-2 years,Healthcare,25749,42000,0,2000,Good (670-739),705,Discharged 2-7 years ago,0,5,Personal Loan,Home Improvement,75,180,30.0,Semiurban,Real Estate,Approved
NV0001162,Male,Single,0,Bachelor's Degree,Independent Contractor,2-5 years,Government,30440,0,0,800,Exceptional (800-850),825,Discharged 7+ years ago,1,45,Personal Loan,Medical,100,360,25.0,Urban,None (Unsecured),Approved
NV0001163,Male,Married,0,Bachelor's Degree,Business Owner,10+ years,Manufacturing,99696,80000,0,0,Poor (500-579),540,None,0,5,Home Purchase,Medical,200,360,0.0,Suburban,Real Estate,Approved
NV0001164,Female,Married,1,Bachelor's Degree,Full-time Employee,5-10 years,Healthcare,40052,15000,5000,2000,Poor (500-579),540,None,0,20,Home Purchase,Vacation Home,25,240,3.5,Urban,Vehicle,Approved
NV0001165,Male,Single,0,Bachelor's Degree,Unemployed,2-5 years,Education,258654,0,0,200,Exceptional (800-850),825,None,0,45,Personal Loan,Investment Property,20,120,20.0,Urban,Real Estate,Approved
NV0001166,Female,Married,4,High School,Freelancer,2-5 years,Healthcare,64825,58000,0,0,Very Good (740-799),770,None,3,20,Home Purchase,Home Improvement,75,120,20.0,Urban,Business Assets,Approved
NV0001167,Female,Divorced,0,Master's Degree,Government/Military,6-12 months,Technology,31615,0,0,800,Good (670-739),705,None,3,65,HELOC,Medical,20,240,3.5,Semiurban,Real Estate,Manual Review
NV0001168,Male,Single,0,Bachelor's Degree,Full-time Employee,1-2 years,Finance,123502,0,5000,0,Exceptional (800-850),825,None,2,20,Home Refinance,Investment Property,150,360,3.5,Rural,Real Estate,Approved
NV0001169,Male,Married,0,Associate Degree,Full-time Employee,2-5 years,Education,40043,15000,5000,1500,Very Good (740-799),770,None,4,85,Home Refinance,Primary Residence,100,120,20.0,Semiurban,Real Estate,Rejected
NV0001170,Male,Married,2,Associate Degree,Full-time Employee,6-12 months,Other,45005,15000,0,1500,Very Good (740-799),770,None,2,5,Home Purchase,Business Capital,200,360,0.0,Urban,None (Unsecured),Approved
NV0001171,Female,Married,1,Bachelor's Degree,Full-time Employee,10+ years,Retail,38663,15000,0,200,Poor (500-579),540,None,0,5,Auto Loan,Medical,15,180,25.0,Suburban,Vehicle,Approved
NV0001172,Prefer not to say,Single,1,Master's Degree,Government/Military,5-10 years,Retail,106264,0,0,5000,Fair (580-669),625,None,0,65,Debt Consolidation,Major Purchase,600,360,25.0,Urban,Real Estate,Rejected
NV0001173,Female,Single,0,Bachelor's Degree,Full-time Employee,10+ years,Government,33212,0,0,3000,Good (670-739),705,None,0,45,Home Purchase,Debt Consolidation,10,360,20.0,Urban,Real Estate,Rejected
NV0001174,Male,Single,0,Master's Degree,Full-time Employee,5-10 years,Other,49271,0,0,0,Good (670-739),705,None,0,5,Personal Loan,Primary Residence,40,180,0.0,Urban,Real Estate,Approved
NV0001175,Female,Single,1,High School,Full-time Employee,10+ years,Construction,17919,0,5000,2000,Poor (500-579),540,None,0,85,Home Purchase,Major Purchase,150,480,0.0,Urban,Real Estate,Rejected
NV0001176,Male,Single,2,Bachelor's Degree,Full-time Employee,2-5 years,Legal,134777,0,0,500,Poor (500-579),540,None,0,20,Personal Loan,Major Purchase,10,180,20.0,Semiurban,Business Assets,Approved
NV0001177,Female,Married,3,No Formal Education,Full-time Employee,5-10 years,Government,42965,42000,12000,2000,Very Poor (300-499),420,None,2,85,Home Refinance,Business Capital,15,360,30.0,Urban,Vehicle,Rejected
NV0001178,Male,Divorced,0,Master's Degree,Freelancer,10+ years,Retail,39495,0,0,2500,Exceptional (800-850),825,None,2,20,Personal Loan,Investment Property,15,360,10.0,Urban,Investment Portfolio,Rejected
NV0001179,Female,Domestic Partnership,1,Associate Degree,Self-Employed,5-10 years,Legal,64559,80000,0,0,Exceptional (800-850),825,None,1,20,Home Refinance,Vacation Home,100,360,10.0,Suburban,Real Estate,Approved
NV0001180,Male,Married,3,Bachelor's Degree,Full-time Employee,<6 months,Construction,99491,58000,0,1500,Good (670-739),705,None,3,20,Home Purchase,Debt Consolidation,300,480,3.5,Urban,Vehicle,Approved
NV0001181,Prefer not to say,Single,1,Associate Degree,Part-time Employee,5-10 years,Other,131045,0,0,3000,Good (670-739),705,None,0,20,Auto Loan,Vacation Home,75,360,20.0,Rural,Real Estate,Approved
NV0001182,Male,Single,2,Bachelor's Degree,Full-time Employee,10+ years,Legal,44796,0,0,500,Exceptional (800-850),825,Discharged 7+ years ago,2,20,Personal Loan,Vacation Home,100,360,20.0,Rural,Real Estate,Approved
NV0001183,Female,Married,0,Master's Degree,Full-time Employee,5-10 years,Other,116644,0,3000,0,Exceptional (800-850),825,None,0,20,Home Refinance,Medical,40,480,3.5,Urban,Investment Portfolio,Approved
NV0001184,Non-binary,Single,3,Master's Degree,Independent Contractor,5-10 years,Construction,50452,0,0,0,Poor (500-579),540,None,0,5,Personal Loan,Debt Consolidation,10,360,20.0,Semiurban,Real Estate,Approved
NV0001185,Male,Married,2,Associate Degree,Business Owner,5-10 years,Manufacturing,24193,42000,0,0,Poor (500-579),540,None,3,20,Personal Loan,Debt Consolidation,10,120,20.0,Semiurban,Investment Portfolio,Manual Review
NV0001186,Non-binary,Married,3,Doctoral Degree,Business Owner,10+ years,Education,134920,58000,8000,0,Very Good (740-799),770,None,0,5,Debt Consolidation,Primary Residence,300,360,20.0,Urban,None (Unsecured),Approved
NV0001187,Female,Married,2,Bachelor's Degree,Business Owner,6-12 months,Legal,65615,28000,8000,500,Poor (500-579),540,None,0,65,Auto Loan,Investment Property,20,360,20.0,Suburban,Real Estate,Approved
NV0001188,Male,Married,0,Bachelor's Degree,Full-time Employee,5-10 years,Legal,84861,0,3000,500,Good (670-739),705,Discharged 7+ years ago,0,20,Personal Loan,Vacation Home,1000,180,25.0,Semiurban,None (Unsecured),Rejected
NV0001189,Male,Domestic Partnership,3,Bachelor's Degree,Unemployed,1-2 years,Other,207514,28000,5000,0,Fair (580-669),625,None,1,45,Auto Loan,Business Capital,25,360,20.0,Suburban,Real Estate,Approved
NV0001190,Female,Married,0,Bachelor's Degree,Freelancer,5-10 years,Other,67316,80000,0,1500,Very Good (740-799),770,Discharged 7+ years ago,4,85,HELOC,Investment Property,150,360,20.0,Suburban,Real Estate,Manual Review
NV0001191,Male,Married,0,Bachelor's Degree,Retired,5-10 years,Legal,17385,58000,0,10000,Exceptional (800-850),825,None,0,45,Home Refinance,Investment Property,500,180,25.0,Urban,Investment Portfolio,Rejected
NV0001192,Female,Divorced,2,Bachelor's Degree,Full-time Employee,1-2 years,Other,170541,0,0,4000,Very Good (740-799),770,None,2,85,Home Purchase,Business Capital,40,360,25.0,Urban,Vehicle,Manual Review
NV0001193,Male,Divorced,2,Bachelor's Degree,Retired,1-2 years,Finance,41698,0,12000,200,Good (670-739),705,None,0,20,Debt Consolidation,Medical,150,360,10.0,Urban,Real Estate,Approved
NV0001194,Female,Married,3,High School,Freelancer,5-10 years,Finance,68158,28000,0,2500,Good (670-739),705,None,0,5,Home Purchase,Home Improvement,40,120,3.5,Suburban,Business Assets,Approved
NV0001195,Male,Married,0,Master's Degree,Government/Military,6-12 months,Manufacturing,30749,28000,0,5000,Exceptional (800-850),825,None,0,20,Home Purchase,Primary Residence,30,360,25.0,Suburban,None (Unsecured),Rejected
NV0001196,Female,Married,2,Bachelor's Degree,Full-time Employee,1-2 years,Manufacturing,43301,28000,0,4000,No History,300,None,1,20,Home Purchase,Vacation Home,25,480,5.0,Semiurban,Real Estate,Rejected
NV0001197,Prefer not to say,Divorced,2,High School,Business Owner,10+ years,Manufacturing,78786,0,0,3500,Very Good (740-799),770,None,0,65,Auto Loan,Major Purchase,250,240,30.0,Urban,None (Unsecured),Rejected
NV0001198,Prefer not to say,Domestic Partnership,0,Master's Degree,Unemployed,2-5 years,Retail,48101,42000,0,2500,Exceptional (800-850),825,None,0,20,Business Loan,Debt Consolidation,30,240,0.0,Urban,Vehicle,Approved
NV0001199,Female,Single,1,Doctoral Degree,Independent Contractor,2-5 years,Retail,78886,0,0,500,Good (670-739),705,None,0,20,Debt Consolidation,Debt Consolidation,30,360,30.0,Suburban,None (Unsecured),Approved
NV0001200,Male,Married,0,Doctoral Degree,Self-Employed,10+ years,Healthcare,126000,42000,0,0,Good (670-739),705,None,0,45,Auto Loan,Investment Property,1000,360,20.0,Suburban,Real Estate,Approved
NV0001201,Female,Married,0,Bachelor's Degree,Retired,1-2 years,Government,39659,0,0,800,Very Good (740-799),770,None,1,20,Education Loan,Business Capital,40,60,20.0,Urban,Business Assets,Approved
NV0001202,Male,Married,4,High School,Part-time Employee,2-5 years,Education,61712,15000,0,0,Fair (580-669),625,None,0,5,Auto Loan,Primary Residence,50,180,10.0,Urban,Real Estate,Approved
NV0001203,Male,Single,2,Bachelor's Degree,Self-Employed,5-10 years,Finance,99437,0,0,10000,Good (670-739),705,None,0,20,Auto Loan,Primary Residence,1000,360,30.0,Urban,None (Unsecured),Rejected
NV0001204,Male,Domestic Partnership,2,High School,Part-time Employee,5-10 years,Construction,97483,42000,3000,500,Good (670-739),705,Discharged 7+ years ago,0,65,Education Loan,Vacation Home,40,360,5.0,Urban,Investment Portfolio,Approved
NV0001205,Male,Married,4,Doctoral Degree,Retired,10+ years,Education,64383,28000,0,5000,Fair (580-669),625,None,0,65,Personal Loan,Vacation Home,40,240,5.0,Suburban,Real Estate,Rejected
NV0001206,Female,Domestic Partnership,0,Associate Degree,Full-time Employee,10+ years,Education,51674,15000,3000,2500,Exceptional (800-850),825,None,1,20,HELOC,Investment Property,250,360,0.0,Semiurban,Real Estate,Approved
NV0001207,Female,Domestic Partnership,2,Associate Degree,Self-Employed,5-10 years,Construction,49005,0,0,800,Good (670-739),705,None,0,20,Auto Loan,Investment Property,40,360,30.0,Rural,Business Assets,Approved
NV0001208,Male,Married,1,Bachelor's Degree,Independent Contractor,1-2 years,Technology,49347,28000,0,0,Poor (500-579),540,Discharged 7+ years ago,0,5,Business Loan,Investment Property,30,360,20.0,Semiurban,Investment Portfolio,Approved
NV0001209,Male,Married,3,Bachelor's Degree,Freelancer,<6 months,Legal,44339,0,5000,200,Exceptional (800-850),825,None,0,20,Debt Consolidation,Home Improvement,50,180,20.0,Urban,Real Estate,Approved
NV0001210,Prefer not to say,Married,0,Master's Degree,Self-Employed,2-5 years,Government,75682,28000,0,1500,Very Good (740-799),770,None,0,45,Debt Consolidation,Primary Residence,150,360,20.0,Urban,Vehicle,Approved
NV0001211,Male,Single,3,Bachelor's Degree,Retired,1-2 years,Healthcare,25663,0,0,3000,Poor (500-579),540,None,2,20,Business Loan,Investment Property,10,360,25.0,Rural,Business Assets,Rejected
NV0001212,Male,Married,0,High School,Retired,5-10 years,Manufacturing,276350,15000,8000,7500,Very Good (740-799),770,None,2,5,Home Refinance,Medical,40,120,20.0,Rural,Real Estate,Approved
NV0001213,Male,Single,0,Associate Degree,Full-time Employee,5-10 years,Construction,107491,0,0,0,Good (670-739),705,None,1,65,Personal Loan,Primary Residence,40,360,20.0,Semiurban,Real Estate,Approved
NV0001214,Female,Married,2,Bachelor's Degree,Full-time Employee,<6 months,Retail,39084,42000,0,0,No History,300,None,0,65,Personal Loan,Major Purchase,30,60,20.0,Urban,None (Unsecured),Rejected
NV0001215,Female,Single,1,High School,Full-time Employee,10+ years,Manufacturing,18951,0,8000,0,Exceptional (800-850),825,None,1,45,Home Refinance,Debt Consolidation,100,360,20.0,Urban,Real Estate,Approved
NV0001216,Male,Single,1,Bachelor's Degree,Full-time Employee,1-2 years,Other,99863,0,0,200,Exceptional (800-850),825,None,2,5,Home Purchase,Debt Consolidation,30,360,5.0,Urban,Real Estate,Approved
NV0001217,Male,Single,1,Bachelor's Degree,Self-Employed,2-5 years,Construction,92085,0,3000,3000,Fair (580-669),625,None,0,5,Home Purchase,Primary Residence,100,360,3.5,Rural,Real Estate,Approved
NV0001218,Female,Single,2,Bachelor's Degree,Retired,5-10 years,Manufacturing,269411,0,0,200,Poor (500-579),540,Discharged 7+ years ago,2,5,Home Purchase,Major Purchase,75,180,0.0,Semiurban,None (Unsecured),Manual Review
NV0001219,Female,Married,0,Doctoral Degree,Government/Military,2-5 years,Legal,41379,0,0,1000,Good (670-739),705,None,1,45,Business Loan,Debt Consolidation,25,360,10.0,Semiurban,Real Estate,Approved
NV0001220,Male,Married,0,Master's Degree,Full-time Employee,2-5 years,Legal,24256,28000,0,800,Good (670-739),705,None,0,5,Home Purchase,Debt Consolidation,30,180,20.0,Suburban,Investment Portfolio,Approved
NV0001221,Non-binary,Married,0,Doctoral Degree,Full-time Employee,6-12 months,Legal,156478,42000,0,500,Fair (580-669),625,None,0,65,Debt Consolidation,Debt Consolidation,25,360,20.0,Semiurban,None (Unsecured),Approved
NV0001222,Male,Single,1,Associate Degree,Self-Employed,2-5 years,Manufacturing,44800,0,5000,1500,Fair (580-669),625,None,1,85,Business Loan,Vacation Home,15,360,30.0,Semiurban,Real Estate,Approved
NV0001223,Male,Single,0,High School,Self-Employed,5-10 years,Legal,97774,0,8000,1000,Very Good (740-799),770,None,0,20,Home Refinance,Major Purchase,100,120,10.0,Urban,Business Assets,Approved
NV0001224,Non-binary,Single,0,Associate Degree,Full-time Employee,10+ years,Finance,24675,0,0,500,Exceptional (800-850),825,Discharged 7+ years ago,1,20,Home Purchase,Business Capital,150,180,20.0,Suburban,Vehicle,Rejected
NV0001225,Male,Single,1,Master's Degree,Government/Military,2-5 years,Retail,104178,0,5000,1500,Good (670-739),705,None,2,45,Auto Loan,Vacation Home,25,360,20.0,Semiurban,Investment Portfolio,Approved
NV0001226,Female,Divorced,0,No Formal Education,Retired,2-5 years,Healthcare,26175,0,0,200,Fair (580-669),625,None,2,65,Auto Loan,Primary Residence,100,360,5.0,Urban,Real Estate,Approved
NV0001227,Male,Single,1,Master's Degree,Full-time Employee,5-10 years,Construction,74676,0,0,1500,Poor (500-579),540,None,0,65,Home Purchase,Primary Residence,800,360,20.0,Rural,Investment Portfolio,Rejected
NV0001228,Male,Married,3,High School,Government/Military,10+ years,Education,67122,28000,12000,5000,Very Poor (300-499),420,None,0,5,Personal Loan,Home Improvement,15,180,30.0,Semiurban,Real Estate,Rejected
NV0001229,Prefer not to say,Single,0,Doctoral Degree,Full-time Employee,1-2 years,Manufacturing,209414,0,0,2000,Poor (500-579),540,None,0,5,Home Purchase,Business Capital,75,360,3.5,Suburban,Real Estate,Approved
NV0001230,Male,Single,1,Bachelor's Degree,Business Owner,2-5 years,Manufacturing,16945,0,0,800,Good (670-739),705,None,1,45,Personal Loan,Vacation Home,150,180,20.0,Suburban,None (Unsecured),Rejected
NV0001231,Female,Married,2,High School,Part-time Employee,5-10 years,Retail,40418,42000,0,2000,Good (670-739),705,None,2,45,Home Purchase,Primary Residence,10,360,0.0,Rural,Real Estate,Approved
